generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1782494769-jLTTZeS5KJlW6Ypbtxvg,2026-06-26 17:26:09.587,0.000515,,,,0,2374,265,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,1992,687,,Inference Model
gen-1782494767-ghIMdQJX0uh7OtZTywDc,2026-06-26 17:26:07.351,0.000526,,,,0,2390,280,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,2044,751,,Inference Model
gen-1782494763-PLCBRW2h8rbxDn5vMMRv,2026-06-26 17:26:03.006,0.000511,,,,0,2377,258,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,4159,602,,Inference Model
gen-1782494758-bS8ATuzG7zE68cIVWTZE,2026-06-26 17:25:58.016,0.00052,,,,0,2392,270,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,4801,619,,Inference Model
gen-1782494752-T6IBJDuo5XpTwiNnPoTZ,2026-06-26 17:25:52.911,0.000525,,,,0,2380,280,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,4900,630,,Inference Model
gen-1782494750-IlvxPJSqrd9x03lTSa7R,2026-06-26 17:25:50.440,0.000494,,,,0,2386,228,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,2309,858,,Inference Model
gen-1782494743-vOzvGRFlIE8gLyIP3je9,2026-06-26 17:25:43.093,0.000526,,,,0,2400,278,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7194,1711,,Inference Model
gen-1782494738-ZeC5aYomJxnGeyZfM1nz,2026-06-26 17:25:38.470,0.000513,,,,0,2396,257,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,4463,584,,Inference Model
gen-1782494721-cUvDYysV471kbUvVDw9r,2026-06-26 17:25:21.636,0.002071,,,,0,12848,240,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,16721,6847,,Inference Model
gen-1782494687-qQrhvoe5Bh6oqCM1Aevm,2026-06-26 17:24:47.978,0.004053,,,,0,6720,5076,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,33364,613,,Inference Model
gen-1782494681-RlyO4b2ZNTJlnsODlQQh,2026-06-26 17:24:41.290,0.002518,,,,0,16313,119,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,4305,970,,Inference Model
gen-1782494676-tS779SyGfKjzlKbdRotS,2026-06-26 17:24:36.582,0.002363,,,,0,14641,279,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,4455,1721,,Inference Model
gen-1782494674-n4bJ10FFveiZ8Mnzp9p6,2026-06-26 17:24:34.138,0.00242,,,,0,15988,37,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,2020,1825,,Inference Model
gen-1782494671-Tx0cbdeR3BRhhXVrWFn9,2026-06-26 17:24:31.889,0.002451,,,,0,15954,98,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2063,932,,Inference Model
gen-1782494663-hFMFid3jcoZ0P0ATyNJp,2026-06-26 17:24:23.085,0.002311,,,,0,14297,279,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,8520,3375,,Inference Model
gen-1782494655-3xkepKvt8SHJV56oG3Hg,2026-06-26 17:24:15.239,0.002394,,,,0,15538,106,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,6457,3380,,Inference Model
gen-1782494650-guLqG3trAzoutZGnUv5a,2026-06-26 17:24:10.059,0.002234,,,,0,13899,249,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,4964,1028,,Inference Model
gen-1782494646-Im64HsTGwJRcfEP9N5rg,2026-06-26 17:24:06.367,0.002325,,,,0,15060,111,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2239,896,,Inference Model
gen-1782494634-CCGivlsES7AgLswps0sO,2026-06-26 17:23:54.508,0.002186,,,,0,13447,282,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7777,1403,,Inference Model
gen-1782494628-WdP5CUkWhQtd4FAuxqBl,2026-06-26 17:23:48.054,0.002507,,,,0,16311,102,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,3039,1954,,Inference Model
gen-1782494618-hBsAmchKEv8qCBiHtuou,2026-06-26 17:23:38.798,0.002349,,,,0,14633,258,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7673,2675,,Inference Model
gen-1782494614-mYG6wMUFgMsCRfi1rlQe,2026-06-26 17:23:34.389,0.002432,,,,0,15828,97,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,2538,1819,,Inference Model
gen-1782494608-dNXiT0emYIrhTElPyizP,2026-06-26 17:23:28.233,0.00227,,,,0,14174,241,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,4500,2056,,Inference Model
gen-1782494605-5dU3MkOz3atHihgP8Do3,2026-06-26 17:23:25.557,0.002386,,,,0,15469,111,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,2471,1659,,Inference Model
gen-1782494591-isuFxgH6Br04DKt4FQIc,2026-06-26 17:23:11.129,0.002241,,,,0,13830,279,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,14274,5230,,Inference Model
gen-1782494588-xzwYkrVdf0mhD53e5c6S,2026-06-26 17:23:08.061,0.002327,,,,0,15053,116,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,2874,1789,,Inference Model
gen-1782494579-v8uBOSAVq0PNeUJ5ug7L,2026-06-26 17:22:59.490,0.002179,,,,0,13432,274,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,8256,2268,,Inference Model
gen-1782494577-JPTrvDBGQG2ydm3Ug1wx,2026-06-26 17:22:57.265,0.002515,,,,0,16367,101,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1982,962,,Inference Model
gen-1782494559-Bs61coRs5wyytgQHOgyF,2026-06-26 17:22:39.874,0.002365,,,,0,14705,266,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,17240,6680,,Inference Model
gen-1782494553-H2dkuYV0Cui4snCwoYRj,2026-06-26 17:22:33.955,0.002453,,,,0,15901,114,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,5728,2171,,Inference Model
gen-1782494549-Rz5rHO9E8La8jBSYbbXq,2026-06-26 17:22:29.235,0.002316,,,,0,14251,298,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,4417,866,,Inference Model
gen-1782494545-ul3ZyUsXtHKg44ZKLaO6,2026-06-26 17:22:25.281,0.002405,,,,0,15542,124,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,3802,2181,,Inference Model
gen-1782494540-CXqZnaVnCdDQUXj7tuJF,2026-06-26 17:22:20.773,0.002254,,,,0,13907,281,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,4345,1885,,Inference Model
gen-1782494534-dxPXXHUFnOjmwQ2HWLRB,2026-06-26 17:22:14.018,0.002327,,,,0,15059,115,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,6556,2826,,Inference Model
gen-1782494526-P1eeCZCf1uKHW2dT97l9,2026-06-26 17:22:06.632,0.002177,,,,0,13448,267,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,7237,2671,,Inference Model
gen-1782494524-NyNsavi9YdsffQNwC7QA,2026-06-26 17:22:04.771,0.000355,,,,0,2096,68,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,1675,904,,Inference Model
gen-1782494522-q9K9KLGcGcrq1NMqlx7Z,2026-06-26 17:22:02.787,0.000416,,,,0,2467,78,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1569,823,,Inference Model
gen-1782494520-QV917y93lusxEJsWnOJJ,2026-06-26 17:22:00.861,0.000367,,,,0,2100,87,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,1784,1170,,Inference Model
gen-1782494519-GzTrLqM3AUWuxk41GvGS,2026-06-26 17:21:58.919,0.000424,,,,0,2430,100,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1591,567,,Inference Model
gen-1782494455-ixtMfGbOMzqnZRj0MGP6,2026-06-26 17:20:55.012,0.003425,,-0.00046,,0,7003,4726,0,6144,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,63522,458,,Inference Model
gen-1782494389-2lPfmh3O0NvrPsGLMYmJ,2026-06-26 17:19:49.202,0.003291,,-0.00046,,0,7000,4504,0,6144,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,65431,555,,Inference Model
gen-1782494321-7qfytPTvUyjV7Y0z8u7h,2026-06-26 17:18:41.688,0.003228,,-0.00046,,0,6966,4407,0,6144,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,67206,484,,Inference Model
gen-1782494318-xbguUo43UYkmhq5fpGUr,2026-06-26 17:18:38.985,0.000588,,,,0,3221,175,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2435,526,,Inference Model
gen-1782494311-UHGNHyeAhyp9AMSy7Bzd,2026-06-26 17:18:31.977,0.000645,,,,0,3009,324,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,6886,1413,,Inference Model
gen-1782494302-wi19FloPckT9C2SlRykA,2026-06-26 17:18:22.455,0.000533,,-0.000163,,0,3015,408,0,2176,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9148,658,,Inference Model
gen-1782494298-jVGGonBYDKCDq92gM0B7,2026-06-26 17:18:18.611,0.000689,,,,0,2863,434,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,3642,778,,Inference Model
gen-1782494291-X8mOcPfOitPeHMZapWgK,2026-06-26 17:18:11.123,0.001196,,,,0,6527,362,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,7043,1629,,Inference Model
gen-1782494117-CcLoxCAwmxT47HPHFgGo,2026-06-26 17:15:17.016,0.003152,,-0.00046,,0,6888,4300,0,6144,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,58236,667,,Inference Model
gen-1782494052-8w0pQ8QSR42e63eyrzyF,2026-06-26 17:14:11.983,0.003187,,-0.00046,,0,6885,4360,0,6144,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,64544,1474,,Inference Model
gen-1782493989-F2UW53oFsMvRpT8OpOWx,2026-06-26 17:13:09.327,0.003778,,,,0,6851,4584,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,62305,812,,Inference Model
gen-1782493984-OIdLTFMciVcizeFgr7TF,2026-06-26 17:13:04.820,0.000562,,,,0,3106,161,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,3948,1245,,Inference Model
gen-1782493977-5pswJbuTsfJb61qWTZbb,2026-06-26 17:12:57.659,0.000642,,,,0,2894,347,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,6880,1145,,Inference Model
gen-1782493970-cZmOUyK6wpOxt9SWYoo2,2026-06-26 17:12:50.378,0.000636,,,,0,2900,336,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7071,929,,Inference Model
gen-1782493963-u9uaBa4wrF4O2BK5i2bF,2026-06-26 17:12:43.477,0.000667,,,,0,2748,426,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,6405,930,,Inference Model
gen-1782493958-pMDoRTBlE3RmwYbQB8iQ,2026-06-26 17:12:38.111,0.001129,,,,0,6527,250,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,5154,749,,Inference Model
gen-1782493930-fY2NiPNR3t7xth94e8Ci,2026-06-26 17:12:10.676,0.001877,,,,0,3798,2179,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,26821,600,,Inference Model
gen-1782492302-75mCk6K5GmLNiEJWrHMX,2026-06-26 16:45:02.536,0.0021,,,,0,13615,97,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,5197,2222,,Inference Model
gen-1782492291-o4d8p2Jt3IpKbSKD6x7J,2026-06-26 16:44:51.456,0.002044,,,,0,12614,254,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,10951,2665,,Inference Model
gen-1782492281-TYEwkn90Dp67Mpeo0z6N,2026-06-26 16:44:41.431,0.002041,,,,0,13143,117,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,9820,5416,,Inference Model
gen-1782492266-dmn51qMqLb7V6M3JwgxD,2026-06-26 16:44:26.745,0.001985,,,,0,12161,269,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,14257,6275,,Inference Model
gen-1782492261-aBvIbMfgDiQFtWqI67ka,2026-06-26 16:44:21.693,0.001927,,,,0,12697,39,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,4844,4067,,Inference Model
gen-1782492258-vQ03SuekCGHe8hCwCABU,2026-06-26 16:44:18.753,0.001973,,,,0,12663,123,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2786,947,,Inference Model
gen-1782492251-qP5sYY6Pq6v0kwL4LaSO,2026-06-26 16:44:11.584,0.001915,,,,0,11701,267,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,6972,3033,,Inference Model
gen-1782492245-6Bph8b5UedFmIWEbCIqy,2026-06-26 16:44:05.222,0.001882,,,,0,12131,105,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,6211,1792,,Inference Model
gen-1782492240-HTBetCRTYbSaVqOTXrwS,2026-06-26 16:44:00.096,0.001847,,,,0,11183,283,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,4964,1020,,Inference Model
gen-1782492236-tgroltcoqIwTT6qsEVpK,2026-06-26 16:43:56.900,0.001807,,,,0,11669,95,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,2975,1714,,Inference Model
gen-1782492229-DBT5WfbT3IqrOEcCclMa,2026-06-26 16:43:49.048,0.001779,,,,0,10744,279,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,7351,2581,,Inference Model
gen-1782492226-mt20x4Il2HMzbXCysu3D,2026-06-26 16:43:46.262,0.002067,,,,0,13653,33,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2562,1676,,Inference Model
gen-1782492212-VMZOKVx5YYpGYVzAzEJM,2026-06-26 16:43:32.670,0.002038,,,,0,12653,235,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,13430,6212,,Inference Model
gen-1782492207-xFWJWoo1OoWwHURRQ7tR,2026-06-26 16:43:27.677,0.002034,,,,0,13046,130,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,4735,2546,,Inference Model
gen-1782492185-06nUPeSHsd46vLQKSPVE,2026-06-26 16:43:05.070,0.001952,,,,0,12074,236,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,22483,7071,,Inference Model
gen-1782492177-wBiMidlMfL55rhxTD8Nu,2026-06-26 16:42:57.790,0.00195,,,,0,12574,107,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7078,3271,,Inference Model
gen-1782492170-MD1sFz2uc2PM3LNhLC69,2026-06-26 16:42:50.336,0.0019,,,,0,11621,263,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,7351,1475,,Inference Model
gen-1782492163-DpbI41j9Tvfvi7DeFMq8,2026-06-26 16:42:43.016,0.00188,,,,0,12042,124,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,6973,3131,,Inference Model
gen-1782492148-CiwGGeSyX6tTFa7k1Jtv,2026-06-26 16:42:28.626,0.001822,,,,0,11103,261,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,14244,3321,,Inference Model
gen-1782492144-ANzlveSAMmmUzWfEm052,2026-06-26 16:42:24.595,0.001806,,,,0,11562,121,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,3795,2179,,Inference Model
gen-1782492119-fWcndFU2XJSUMo36bbAn,2026-06-26 16:41:59.346,0.001766,,,,0,10643,283,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,25085,5784,,Inference Model
gen-1782492116-7akcr3ixunf6TZ6nEJwg,2026-06-26 16:41:56.132,0.002097,,,,0,13599,96,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,3001,1901,,Inference Model
gen-1782492107-xT2OiyvNmHciobnsla9r,2026-06-26 16:41:47.040,0.002044,,,,0,12598,258,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,9004,2658,,Inference Model
gen-1782492103-E8lR7tx8fVz4KG4v7ogD,2026-06-26 16:41:43.870,0.002025,,,,0,13160,86,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,3025,832,,Inference Model
gen-1782492091-R0Zj4n2hCAL1hbMAe3Ph,2026-06-26 16:41:31.762,0.001974,,,,0,12178,247,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,11994,4152,,Inference Model
gen-1782492088-2gDzj6599Watrw2k70CE,2026-06-26 16:41:28.284,0.001962,,,,0,12688,98,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,3352,2033,,Inference Model
gen-1782492079-4kfeaWNNBEpkW5dDQ9gR,2026-06-26 16:41:19.640,0.00193,,,,0,11725,287,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,8488,1791,,Inference Model
gen-1782492072-PPcqj5goSjBhEReP0DsA,2026-06-26 16:41:12.448,0.00187,,,,0,12081,98,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7060,3861,,Inference Model
gen-1782492067-43WYdkM4hrWqq8snspzZ,2026-06-26 16:41:07.154,0.00184,,,,0,11146,281,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,5094,1094,,Inference Model
gen-1782492063-Eo3CHzRiZkJRjwxjT1Yn,2026-06-26 16:41:03.970,0.001791,,,,0,11549,99,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2886,1329,,Inference Model
gen-1782492050-IQS3tWu3hDUd8ATfsFX3,2026-06-26 16:40:50.323,0.001771,,,,0,10628,295,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,13397,2463,,Inference Model
gen-1782492048-RzlHy4AjbXPB9RBFQ801,2026-06-26 16:40:48.019,0.000338,,,,0,1927,82,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2133,655,,Inference Model
gen-1782492046-bz1pMKzBrRQ0btXTXbKw,2026-06-26 16:40:46.773,0.000327,,,,0,1856,81,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,1097,647,,Inference Model
gen-1782492043-1rp31jhIWQBMjIQ7WNOQ,2026-06-26 16:40:43.726,0.000355,,,,0,1988,95,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2928,779,,Inference Model
gen-1782492041-9XV6ScfrRPcscilcKvFI,2026-06-26 16:40:41.764,0.000346,,,,0,2020,72,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,1862,1153,,Inference Model
gen-1782492036-vXECrlL3ROcIgLeAIsXO,2026-06-26 16:40:36.938,0.000474,,,,0,2564,149,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,4734,1466,,Inference Model
gen-1782492035-n7BqEAMphehbFQbbV55p,2026-06-26 16:40:35.223,0.000345,,,,0,1941,91,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1333,527,,Inference Model
gen-1782492001-KEoOredfmgKMxIBVX8MS,2026-06-26 16:40:01.734,0.001855,,,,0,4259,2027,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,33327,615,,Inference Model
gen-1782491988-Pu7bAlpagdy5rrVOJO1c,2026-06-26 16:39:48.045,0.000993,,,,0,3710,728,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,13532,1164,,Inference Model
gen-1782491985-cHtMzCwlJpm8A4QLWVWS,2026-06-26 16:39:45.914,0.000328,,,,0,1889,75,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,1939,1077,,Inference Model
gen-1782491979-9Zs6zCRnZm7boXf8RxtN,2026-06-26 16:39:39.073,0.000608,,,,0,2764,323,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,6699,641,,Inference Model
gen-1782491973-R7D4Jai1ML52x9AaUA4B,2026-06-26 16:39:33.193,0.001108,,,,0,6128,316,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,5718,799,,Inference Model
gen-1782491947-SbHe5EbWJZ4YVuVB1CPM,2026-06-26 16:39:07.661,0.002102,,,,0,3944,2518,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,24738,691,,Inference Model
gen-1782491622-2UUgkmZQKOS6w27eZhw5,2026-06-26 16:33:41.895,0.002042,,,,0,3937,2420,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,36599,916,,Inference Model
gen-1782482498-QuzAMMycfXMCOj2L18Js,2026-06-26 14:01:38.244,0.000936,,-0.000854,,0,11542,100,0,11392,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,2841,1584,,Inference Model
gen-1782482494-GsPg2myI3Fipuj67d8i0,2026-06-26 14:01:34.638,0.001789,,,,0,11517,103,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,3408,1901,,Inference Model
gen-1782482488-5TWucGERE5hJXITMd74v,2026-06-26 14:01:28.973,0.001698,,,,0,10177,287,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,5531,1786,,Inference Model
gen-1782482484-d3frD4Q67rcrMYq2g1YF,2026-06-26 14:01:24.921,0.001734,,,,0,11068,124,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,3835,2169,,Inference Model
gen-1782482477-vdHDvMRYTAsEzhhQrGzS,2026-06-26 14:01:17.077,0.001644,,,,0,9751,303,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,7652,1741,,Inference Model
gen-1782482473-GQnbxRLXrdTp2pbQpGS6,2026-06-26 14:01:13.043,0.001639,,,,0,10432,124,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,3638,1930,,Inference Model
gen-1782482458-5SOtbT9fZuhQDCDwsmOX,2026-06-26 14:00:58.495,0.001563,,,,0,9148,319,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,14412,2739,,Inference Model
gen-1782482453-iCjVWUJ3kOXMyewo0YFa,2026-06-26 14:00:53.177,0.001544,,,,0,9942,89,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,5132,2514,,Inference Model
gen-1782482448-ANjGyIlldFSrl82W3kOm,2026-06-26 14:00:48.959,0.001558,,,,0,9917,118,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,4108,2721,,Inference Model
gen-1782482433-VP8HnAYkCmTL2wuV0VBy,2026-06-26 14:00:33.725,0.001475,,,,0,8657,295,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,15122,2755,,Inference Model
gen-1782482429-B1lDSpBesxoTo8u17UgI,2026-06-26 14:00:29.376,0.001474,,,,0,9363,117,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,4177,2055,,Inference Model
gen-1782482423-d5BHz0Jza1C9ymYOZT3j,2026-06-26 14:00:23.950,0.001394,,,,0,8127,293,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,5284,1284,,Inference Model
gen-1782482418-nUrnFntviKsLrA9XnaRa,2026-06-26 14:00:18.033,0.00179,,,,0,11559,94,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,5694,975,,Inference Model
gen-1782482411-su0BPUxHWbZ2Llv8rrqB,2026-06-26 14:00:11.646,0.001674,,,,0,10213,238,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,6250,1077,,Inference Model
gen-1782482408-9yQkKv3J3Hn69xqabaEy,2026-06-26 14:00:08.900,0.0009,,-0.000825,,0,11135,93,0,11008,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,2291,1382,,Inference Model
gen-1782482405-re822Q2NfSl748kr2cPz,2026-06-26 14:00:05.544,0.001733,,,,0,11135,106,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,3246,1880,,Inference Model
gen-1782482398-nLlI8uIeOLQdGdf88TXS,2026-06-26 13:59:58.063,0.001739,,,,0,11110,121,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,7322,4333,,Inference Model
gen-1782482392-2FcxCCFEfsqeyNYxT0kz,2026-06-26 13:59:52.968,0.001628,,,,0,9787,268,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,4935,1380,,Inference Model
gen-1782482390-a1Gd7az8TuGxnlDkKaBH,2026-06-26 13:59:50.875,0.001648,,,,0,10595,98,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1835,749,,Inference Model
gen-1782482383-Kgh6A6mynFFpRtJMHxeY,2026-06-26 13:59:43.096,0.001552,,,,0,9296,264,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,7588,1673,,Inference Model
gen-1782482380-I6wymePOAp9Q2Reurpc4,2026-06-26 13:59:40.047,0.001578,,,,0,10094,108,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,2876,1708,,Inference Model
gen-1782482375-pOkN5mgiH39oRN2iFI3b,2026-06-26 13:59:35.103,0.001498,,,,0,8819,292,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,4801,1447,,Inference Model
gen-1782482372-G98tgdsRkNyoaq15KnzV,2026-06-26 13:59:32.937,0.001474,,,,0,9430,100,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1905,655,,Inference Model
gen-1782482367-rfN0MpWJsSHKbSKbMzOY,2026-06-26 13:59:27.602,0.001422,,,,0,8188,324,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,5155,665,,Inference Model
gen-1782482365-cS0xT0fqI7C71NcwVnjP,2026-06-26 13:59:25.244,0.001708,,,,0,11223,41,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,2178,1709,,Inference Model
gen-1782482361-64fK6uPxXbZV5gHMI6U9,2026-06-26 13:59:21.507,0.001645,,,,0,9889,270,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,3314,781,,Inference Model
gen-1782482359-jJbepA5ZUmkkBkcVwgoQ,2026-06-26 13:59:19.340,0.001685,,,,0,10823,103,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1932,831,,Inference Model
gen-1782482353-LzbJz2n9PALbjs6clqnt,2026-06-26 13:59:13.686,0.001584,,,,0,9518,261,0,0,openai/gpt-4o-mini,Azure,standard,false,true,,stop,stop,5527,1641,,Inference Model
gen-1782482351-9soCiNIYmYAeZxKZ8mYI,2026-06-26 13:59:11.391,0.001625,,,,0,10374,116,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2043,752,,Inference Model
